AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2024;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;33034010;420;UNIMAR;UNIVERSIDADE DE MARÍLIA;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;MARÍLIA;33034010009P9;SAÚDE ANIMAL, PRODUÇÃO E AMBIENTE;33034010009F1;SAÚDE ANIMAL, PRODUÇÃO E AMBIENTE;MESTRADO PROFISSIONAL;A;2021;EM FUNCIONAMENTO;11DEC2020:00:00:00;259314;195131
2024;CIÊNCIAS HUMANAS;GEOGRAFIA;NÃO SE APLICA;NÃO SE APLICA;36;GEOGRAFIA;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017024P4;GEOGRAFIA;31001017024M4;GEOGRAFIA;MESTRADO;7;1972;EM FUNCIONAMENTO;30JAN2017:00:00:00;257179;193453
2024;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA, TECNOLOGIA E GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;33144010;4925;UFABC;UNIVERSIDADE FEDERAL DO ABC;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SANTO ANDRÉ;33144010006P9;NANOCIÊNCIAS E MATERIAIS AVANÇADOS;33144010006D0;NANOCIÊNCIAS E MATERIAIS AVANÇADOS;DOUTORADO;6;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;257133;193407
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;42009014;20;UPF;UNIVERSIDADE DE PASSO FUNDO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;PASSO FUNDO;42009014002P2;EDUCAÇÃO;42009014002D3;EDUCAÇÃO;DOUTORADO;5;2012;EM FUNCIONAMENTO;04JAN2013:00:00:00;258318;194256
2024;CIÊNCIAS DA SAÚDE;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010065P5;CIÊNCIAS APLICADAS À SAÚDE DO ADULTO;32001010065D6;CIÊNCIAS APLICADAS À SAÚDE DO ADULTO;DOUTORADO;5;2002;EM FUNCIONAMENTO;18SEP2012:00:00:00;256976;193242
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;VITÓRIA;30001013016P9;BIOLOGIA VEGETAL;30001013016M9;BIOLOGIA VEGETAL;MESTRADO;4;2003;EM FUNCIONAMENTO;22FEB2013:00:00:00;260161;195848
2024;CIÊNCIAS AGRÁRIAS;ENGENHARIA AGRÍCOLA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017026P5;ENGENHARIA AGRÍCOLA;33003017026M5;ENGENHARIA AGRÍCOLA;MESTRADO;5;1977;EM FUNCIONAMENTO;16MAR2020:00:00:00;256932;193200
2024;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;FISIOLOGIA DOS ÓRGÃOS E SISTEMAS;NEUROFISIOLOGIA;8;CIÊNCIAS BIOLÓGICAS II;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013011P0;CIÊNCIAS BIOLÓGICAS (NEUROCIÊNCIAS);42001013011D1;NEUROCIÊNCIAS;DOUTORADO;5;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;259826;195583
2024;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;CARDIOLOGIA;15;MEDICINA I;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;31003010021P1;CIÊNCIAS CARDIOVASCULARES;31003010021D2;CIÊNCIAS CARDIOVASCULARES;DOUTORADO;5;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;259426;195221
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32001010027P6;DIREITO;32001010027M6;DIREITO;MESTRADO;7;1978;EM FUNCIONAMENTO;18SEP2012:00:00:00;264576;198469
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;33001014;7;UFSCAR;UNIVERSIDADE FEDERAL DE SÃO CARLOS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO CARLOS;33001014001P0;EDUCAÇÃO;33001014001D0;EDUCAÇÃO;DOUTORADO;6;1991;EM FUNCIONAMENTO;18SEP2012:00:00:00;264475;198370
2024;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;33004013;56;UNESP;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33004013063P4;ARTES;33004013063M4;ARTES;MESTRADO;5;1991;EM FUNCIONAMENTO;18SEP2012:00:00:00;261451;196717
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31001017029P6;ENGENHARIA ELÉTRICA;31001017029D7;ENGENHARIA ELÉTRICA;DOUTORADO;6;1973;EM FUNCIONAMENTO;18SEP2012:00:00:00;262053;197126
2024;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;40014010;1126;UNICENTRO;UNIVERSIDADE ESTADUAL DO CENTRO-OESTE;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;IRATI;40014010004P0;CIÊNCIAS FLORESTAIS;40014010004M0;CIÊNCIAS FLORESTAIS;MESTRADO;4;2007;EM FUNCIONAMENTO;18SEP2012:00:00:00;260543;196097
2024;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;25003011;587;UFRPE;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;CABO DE SANTO AGOSTINHO;25003011074P7;ENGENHARIA FÍSICA;25003011074M7;ENGENHARIA FÍSICA;MESTRADO;3;2019;EM FUNCIONAMENTO;15MAR2019:00:00:00;262158;197247
2024;CIÊNCIAS AGRÁRIAS;ZOOTECNIA;NÃO SE APLICA;NÃO SE APLICA;23;ZOOTECNIA / RECURSOS PESQUEIROS;32010010;596;UFVJM;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;DIAMANTINA;32010010003P9;ZOOTECNIA;32010010003M9;ZOOTECNIA;MESTRADO;4;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;264762;198624
2024;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;24009016;2564;UFCG;UNIVERSIDADE FEDERAL DE CAMPINA GRANDE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;CAMPINA GRANDE;24001015058P6;MATEMÁTICA - UFPB-J.P. - UFCG;24001015058D7;MATEMÁTICA;DOUTORADO;5;2010;EM FUNCIONAMENTO;28OCT2011:00:00:00;264045;198134
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;33084017;1810;IFSP;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO;FEDERAL;PÚBLICA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;SUDESTE;SP;SÃO PAULO;33084017002P0;ENSINO DE CIÊNCIAS E MATEMÁTICA;33084017002F2;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO PROFISSIONAL;4;2014;EM FUNCIONAMENTO;05JUN2020:00:00:00;260957;196383
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;24007013;1166;IFPB;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA;FEDERAL;PÚBLICA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;NORDESTE;PB;JOÃO PESSOA;24007013001P2;ENGENHARIA ELÉTRICA;24007013001M2;ENGENHARIA ELÉTRICA;MESTRADO;3;2012;EM FUNCIONAMENTO;21DEC2012:00:00:00;266036;199342
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;42007011;14;UNISINOS;UNIVERSIDADE DO VALE DO RIO DOS SINOS;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;SÃO LEOPOLDO;42007011006P5;COMPUTAÇÃO APLICADA;42007011006M5;COMPUTAÇÃO APLICADA;MESTRADO;5;2000;EM FUNCIONAMENTO;16NOV2018:00:00:00;261715;196840
2024;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;33032017;208;UNAERP;UNIVERSIDADE DE RIBEIRÃO PRETO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;RIBEIRÃO PRETO;33032017009P2;DIREITOS COLETIVOS E CIDADANIA;33032017009D3;DIREITOS COLETIVOS E CIDADANIA;DOUTORADO;4;2019;EM FUNCIONAMENTO;12SEP2019:00:00:00;266205;199471
2024;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;COMPUTAÇÃO;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010176P0;CIÊNCIA DA COMPUTAÇÃO;33002010176D1;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;6;1997;EM FUNCIONAMENTO;18SEP2012:00:00:00;260783;196257
2024;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA SOCIAL;NÃO SE APLICA;37;PSICOLOGIA;27001016;3;UFS;UNIVERSIDADE FEDERAL DE SERGIPE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;SE;SÃO CRISTÓVÃO;27001016022P0;PSICOLOGIA;27001016022D0;PSICOLOGIA - PPGPSI;DOUTORADO;4;2019;EM FUNCIONAMENTO;13MAR2019:00:00:00;260769;196243
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010045P3;ENGENHARIA ELÉTRICA;33002010045D4;ENGENHARIA ELÉTRICA;DOUTORADO;6;1970;EM FUNCIONAMENTO;18SEP2012:00:00:00;261203;196522
2024;CIÊNCIAS DA SAÚDE;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;50001019;1;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MT;CUIABÁ;50001019009P9;CIÊNCIAS DA SAÚDE;50001019009M9;CIÊNCIAS DA SAÚDE;MESTRADO;5;2003;EM FUNCIONAMENTO;23JAN2019:00:00:00;260374;195988
2024;MULTIDISCIPLINAR;BIOTECNOLOGIA;NÃO SE APLICA;NÃO SE APLICA;48;BIOTECNOLOGIA;33305005;NI;IEAPM;INSTITUTO DE ESTUDOS DO MAR ALMIRANTE PAULO MOREIRA;FEDERAL;PÚBLICA;OUTRA;SUDESTE;RJ;ARRAIAL DO CABO;33305005001P1;BIOTECNOLOGIA MARINHA;33305005001M1;BIOTECNOLOGIA MARINHA;MESTRADO;4;2016;EM FUNCIONAMENTO;08JUN2015:00:00:00;261710;196835
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;PONTA GROSSA;40006018022P9;ENGENHARIA ELÉTRICA;40006018022M9;ENGENHARIA ELÉTRICA;MESTRADO;4;2012;EM FUNCIONAMENTO;21DEC2012:00:00:00;263107;197659
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010108P5;LETRAS ESTRANGEIRAS E TRADUÇÃO;33002010108M5;LETRAS ESTRANGEIRAS E TRADUÇÃO;MESTRADO;6;1971;EM FUNCIONAMENTO;03AUG2018:00:00:00;263151;197722
2024;ENGENHARIAS;ENGENHARIA CIVIL;GEOTÉCNICA;NÃO SE APLICA;10;ENGENHARIAS I;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010032P2;GEOTECNIA;53001010032M2;GEOTECNIA;MESTRADO;6;1989;EM FUNCIONAMENTO;18SEP2012:00:00:00;260805;196259
2024;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010055P2;ADMINISTRAÇÃO;53001010055R9;CURSO DE DOUTORADO EM ADMINITRAÇÃO PÚBLICA;DOUTORADO PROFISSIONAL;4;2024;EM FUNCIONAMENTO;16SEP2024:00:00:00;264395;198310
2024;ENGENHARIAS;ENGENHARIA SANITÁRIA;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;42002010;582;UFSM;UNIVERSIDADE FEDERAL DE SANTA MARIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;SANTA MARIA;42002010055P8;ENGENHARIA AMBIENTAL;42002010055D9;ENGENHARIA AMBIENTAL;DOUTORADO;5;2019;EM FUNCIONAMENTO;23APR2020:00:00:00;264512;198404
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;RN;NATAL;23001011008P6;ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO;23001011008M6;ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO;MESTRADO;5;1983;EM FUNCIONAMENTO;18SEP2012:00:00:00;265226;198848
2024;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;24004014;550;UEPB;UNIVERSIDADE ESTADUAL DA PARAÍBA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PB;CAMPINA GRANDE;24004014006P5;ENSINO DE CIÊNCIAS E MATEMÁTICA;24004014006M5;ENSINO DE CIÊNCIAS E MATEMÁTICA;MESTRADO PROFISSIONAL;4;2007;EM FUNCIONAMENTO;09JUN2020:00:00:00;266272;199493
2024;CIÊNCIAS DA SAÚDE;MEDICINA;ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA;NÃO SE APLICA;16;MEDICINA II;52001016;584;UFG;UNIVERSIDADE FEDERAL DE GOIÁS;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;GO;GOIÂNIA;52001016034P9;CIÊNCIAS DA SAÚDE;52001016034D0;CIÊNCIAS DA SAÚDE;DOUTORADO;4;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;266428;199607
2024;LINGÜÍSTICA, LETRAS E ARTES;ARTES;TEATRO;NÃO SE APLICA;11;ARTES;31021018;693;UNIRIO;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31021018020P2;ENSINO DE ARTES CÊNICAS;31021018020F5;ENSINO DE ARTES CÊNICAS;MESTRADO PROFISSIONAL;4;2013;EM FUNCIONAMENTO;18APR2013:00:00:00;256404;192700
2024;CIÊNCIAS DA SAÚDE;FARMÁCIA;NÃO SE APLICA;NÃO SE APLICA;19;FARMÁCIA;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;DIADEMA;33009015091P0;CIÊNCIAS FARMACÊUTICAS;33009015091M0;CIÊNCIAS FARMACÊUTICAS;MESTRADO;3;2015;EM FUNCIONAMENTO;16MAR2015:00:00:00;256671;192953
2024;ENGENHARIAS;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40006018001P1;ENGENHARIA ELÉTRICA E INFORMÁTICA INDUSTRIAL;40006018001M1;ENGENHARIA ELÉTRICA E INFORMÁTICA INDUSTRIAL;MESTRADO;6;1988;EM FUNCIONAMENTO;18SEP2012:00:00:00;256722;193023
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010008P4;AGRONOMIA (FISIOLOGIA VEGETAL);32004010008D5;AGRONOMIA (FISIOLOGIA VEGETAL);DOUTORADO;5;2000;EM FUNCIONAMENTO;18SEP2012:00:00:00;256077;192426
2024;ENGENHARIAS;ENGENHARIA AEROESPACIAL;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;33010013;NI;INPE;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS;FEDERAL;PÚBLICA;OUTRA;SUDESTE;SP;SÃO JOSÉ DOS CAMPOS;33010013009P6;ENGENHARIA E TECNOLOGIA ESPACIAIS;33010013009M6;ENGENHARIA E TECNOLOGIA ESPACIAIS;MESTRADO;2;1994;EM DESATIVACAO;19APR2024:00:00:00;256334;192663
2024;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;LONDRINA;40002012014P0;FÍSICA;40002012014M0;FÍSICA;MESTRADO;4;1996;EM FUNCIONAMENTO;01JUN2020:00:00:00;256510;192794
2024;CIÊNCIAS SOCIAIS APLICADAS;DESENHO INDUSTRIAL;NÃO SE APLICA;NÃO SE APLICA;29;ARQUITETURA, URBANISMO E DESIGN;41002016;43;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;SC;FLORIANÓPOLIS;41002016022P6;DESIGN;41002016022D7;DESIGN;DOUTORADO;4;2019;EM FUNCIONAMENTO;06AUG2019:00:00:00;256427;192714
2024;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;31050018;3163;IFRJ;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO;FEDERAL;PÚBLICA;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;SUDESTE;RJ;RIO DE JANEIRO;31050018002P3;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;31050018002R0;DOUTORADO PROFISSIONAL EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS;DOUTORADO PROFISSIONAL;5;2024;EM FUNCIONAMENTO;19APR2024:00:00:00;257897;193904
2024;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;33144010;4925;UFABC;UNIVERSIDADE FEDERAL DO ABC;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SANTO ANDRÉ;33144010001P7;FÍSICA;33144010001D8;FÍSICA;DOUTORADO;5;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;257006;193272
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;40004015;57;UEM;UNIVERSIDADE ESTADUAL DE MARINGÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;MARINGÁ;40004015014P3;LETRAS;40004015014D4;LETRAS;DOUTORADO;6;2011;EM FUNCIONAMENTO;23OCT2012:00:00:00;259566;195347
2024;ENGENHARIAS;ENGENHARIA DE MINAS;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010131P7;ENGENHARIA MINERAL;33002010131D8;ENGENHARIA MINERAL;DOUTORADO;5;1980;EM FUNCIONAMENTO;18SEP2012:00:00:00;258504;194426
2024;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;28007018;24;UESC;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;ILHÉUS;28007018003P6;GENÉTICA E BIOLOGIA MOLECULAR;28007018003D7;GENÉTICA E BIOLOGIA MOLECULAR;DOUTORADO;5;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;265125;198788
2024;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;40004015;57;UEM;UNIVERSIDADE ESTADUAL DE MARINGÁ;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUL;PR;MARINGÁ;40004015013P7;MATEMÁTICA;40004015013D8;MATEMÁTICA;DOUTORADO;5;2010;EM FUNCIONAMENTO;11JUL2011:00:00:00;265375;198945
2024;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;33003017;54;UNICAMP;UNIVERSIDADE ESTADUAL DE CAMPINAS;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;CAMPINAS;33003017031P9;TEORIA E HISTÓRIA LITERÁRIA;33003017031M9;TEORIA E HISTÓRIA LITERÁRIA;MESTRADO;6;1977;EM FUNCIONAMENTO;18SEP2012:00:00:00;258313;194251
2024;CIÊNCIAS EXATAS E DA TERRA;GEOCIÊNCIAS;NÃO SE APLICA;NÃO SE APLICA;5;GEOCIÊNCIAS;42003016;634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;CAPÃO DO LEÃO;42003016019P4;METEOROLOGIA;42003016019M4;METEOROLOGIA;MESTRADO;3;1995;EM FUNCIONAMENTO;18SEP2012:00:00:00;260303;195902
2024;CIÊNCIAS BIOLÓGICAS;BOTÂNICA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;31004016;547;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31004016055P6;BIOLOGIA VEGETAL;31004016055M6;BIOLOGIA VEGETAL;MESTRADO;4;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;258328;194271
2024;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;31003010019P7;ENGENHARIA DE PRODUÇÃO;31003010019M7;ENGENHARIA DE PRODUÇÃO;MESTRADO;4;1972;EM FUNCIONAMENTO;18SEP2012:00:00:00;259156;194987
2024;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;33004137;56;UNESP-RIO CLARO;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS RIO CLARO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;RIO CLARO;33004137064P2;EDUCAÇÃO;33004137064D3;EDUCAÇÃO;DOUTORADO;5;2012;EM FUNCIONAMENTO;04JAN2013:00:00:00;257264;193514
